Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
zapato-colegial-ringo-school-10-negro;;;Talle;28;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;2;937010000028;561SCH100028;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;29;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;2;937010000029;561SCH100029;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;30;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;2;937010000030;561SCH100030;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;31;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;3;937010000031;561SCH100031;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;32;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;3;937010000032;561SCH100032;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;33;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;3;937010000033;561SCH100033;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;34;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;1;937010000034;561SCH100034;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;35;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;0;937010000035;561SCH100035;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;36;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;2;937010000036;561SCH100036;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;37;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;1;937010000037;561SCH100037;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;38;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;0;937010000038;561SCH100038;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;39;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;1;937010000039;561SCH100039;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;40;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;4;937010000040;561SCH100040;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;41;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;3;937010000041;561SCH100041;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;42;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;1;937010000042;561SCH100042;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;43;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;1;937010000043;561SCH100043;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;44;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;5;937010000044;561SCH100044;;;;;;;;;;;;
zapato-colegial-ringo-school-10-negro;;;Talle;45;Color;negro;;;119,999.00;;0.75;10.00;15.00;25.00;5;937010000045;561SCH100045;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;Zapatillas Kickers Lile Kids Blanco;NIÑOS > CALZADO > Zapatillas Deportivas, NIÑOS > DEPORTES, VUELTA AL COLE!;Talle;27;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;1;264989300127;264LILE00127;SI;NO;"<p data-path-to-node=""5"">Las <strong data-path-to-node=""5"" data-index-in-node=""4"">zapatillas Kickers Lile</strong> son la combinaci&oacute;n perfecta de energ&iacute;a y estilo para los m&aacute;s chicos. Dise&ntilde;adas bajo un concepto <strong data-path-to-node=""5"" data-index-in-node=""124"">unisex y deportivo</strong>, este modelo destaca por sus detalles &uacute;nicos que permiten que ni&ntilde;os y ni&ntilde;as luzcan geniales en cualquier ocasi&oacute;n. Su estructura cuenta con un <strong data-path-to-node=""5"" data-index-in-node=""285"">exterior de material sint&eacute;tico resistente</strong> y un interior de tela que favorece la suavidad al tacto. Para garantizar un soporte firme durante el juego o el <strong data-path-to-node=""5"" data-index-in-node=""439"">running</strong>, incorporan un sistema de <strong data-path-to-node=""5"" data-index-in-node=""473"">ajuste dual con cordones y velcro</strong>, asegurando que el calzado se mantenga siempre en su lugar.</p>
<p data-path-to-node=""6"">La comodidad es prioridad en las Kickers Lile: poseen una <strong data-path-to-node=""6"" data-index-in-node=""58"">plantilla anat&oacute;mica</strong> que se adapta a la forma del pie y una <strong data-path-to-node=""6"" data-index-in-node=""117"">mediasuela de goma EVA</strong> que amortigua cada impacto en superficies como el cemento. Adem&aacute;s, su <strong data-path-to-node=""6"" data-index-in-node=""210"">suela de goma de gran adherencia</strong> proporciona la tracci&oacute;n necesaria para correr y saltar con total libertad. Ya sea para el club, la escuela o el parque, estas zapatillas son una opci&oacute;n <strong data-path-to-node=""6"" data-index-in-node=""395"">c&oacute;moda y relajada</strong> para todas las estaciones del a&ntilde;o.</p>";abrojo, calzado colegial, calzado escolar, calzado infantil, calzado para ninos, escolar con cordones, lile, resistente, velcro, vuelta al cole, zapatillas colegiales blancas, zapatillas deportivas, zapatillas kickers;Zapatillas Deportivas Kickers Lile Kids Blanco Velcro y Cordón;Zapatillas Kickers Lile para niños. Diseño deportivo, ajuste con cordón y velcro, y plantilla anatómica para máximo confort. ¡Ideales para jugar y correr!;Kickers;SI;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;31;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;2;264989300131;264LILE00131;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;32;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;1;264989300132;264LILE00132;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;33;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;2;264989300133;264LILE00133;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;36;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;0;264989300136;264LILE00136;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;37;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;1;264989300137;264LILE00137;;;;;;;;;;;;
kickers-lile-zapatillas-deportivas-kids-blanco;;;Talle;38;Color;blanco;;;78,999.00;;0.65;10.00;15.00;25.00;5;264989300138;264LILE00138;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;Zapatos Kickers Escolares Pedro Negro;VUELTA AL COLE!;Talle;35;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840035;264050840035;SI;NO;"<p data-path-to-node=""5"">Los <strong data-path-to-node=""5"" data-index-in-node=""4"">zapatos Kickers Pedro en color negro</strong> son la opci&oacute;n definitiva para acompa&ntilde;ar el ritmo escolar, logrando el equilibrio perfecto entre <strong data-path-to-node=""5"" data-index-in-node=""137"">comodidad extrema y m&aacute;xima durabilidad</strong>. Este modelo est&aacute; <strong data-path-to-node=""5"" data-index-in-node=""194"">confeccionado en cuero de alta calidad</strong>, seleccionado especialmente para resistir el uso intenso diario manteniendo su estructura y elegancia. Su dise&ntilde;o cuenta con un <strong data-path-to-node=""5"" data-index-in-node=""360"">pr&aacute;ctico cierre de velcro</strong> en la capellada, facilitando un <strong data-path-to-node=""5"" data-index-in-node=""418"">ajuste r&aacute;pido y seguro</strong> que permite a los chicos ganar autonom&iacute;a al calzarse.</p>
<p data-path-to-node=""6"">Para garantizar el bienestar durante las largas jornadas de estudio y juego, incorporan una <strong data-path-to-node=""6"" data-index-in-node=""92"">plantilla acolchada</strong> que brinda una suavidad superior en cada pisada. Adem&aacute;s, su <strong data-path-to-node=""6"" data-index-in-node=""172"">suela de goma antideslizante</strong> ofrece una tracci&oacute;n excelente, proporcionando la <strong data-path-to-node=""6"" data-index-in-node=""250"">estabilidad y seguridad</strong> necesarias para evitar resbalones. Elegir los Kickers Pedro es asegurar un <strong data-path-to-node=""6"" data-index-in-node=""349"">calzado escolar resistente</strong> que protege los pies de los m&aacute;s chicos con el respaldo de una marca l&iacute;der.</p>";abrojo, calzado colegial, calzado escolar, cuero natural, kickers, pedro, velcro, vuelta al cole, zapato escolar negro, zapatos de colegio;Zapatos Escolares Kickers Pedro Negro | Cuero y Velcro;Comprá los zapatos Kickers Pedro negros para el colegio. Cuero legítimo, ajuste con velcro y suela antideslizante para la mayor durabilidad y confort escolar.;Kickers;SI;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;36;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840036;264050840036;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;37;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;0;264050840037;264050840037;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;38;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840038;264050840038;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;39;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840039;264050840039;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;40;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;0;264050840040;264050840040;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;41;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840041;264050840041;;;;;;;;;;;;
zapatos-escolares-kickers-pedro-negro;;;Talle;43;Color;negro;;;104,999.00;;0.65;30.00;15.00;25.00;1;264050840043;264050840043;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;Zapatos Kickers Kool MarróN;NIÑOS > CALZADO, VUELTA AL COLE!;Talle;27;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491127;264515491127;SI;NO;"<p data-path-to-node=""5"">Los <strong data-path-to-node=""5"" data-index-in-node=""4"">Zapatos Kickers Kool en color marr&oacute;n</strong> son la s&iacute;ntesis perfecta entre un dise&ntilde;o cl&aacute;sico y la funcionalidad que el ritmo diario exige. Est&aacute;n <strong data-path-to-node=""5"" data-index-in-node=""142"">confeccionados en cuero de alta calidad</strong>, lo que garantiza una durabilidad superior y una est&eacute;tica sofisticada para cualquier ocasi&oacute;n. Su sistema de <strong data-path-to-node=""5"" data-index-in-node=""290"">cierre de velcro en la capellada</strong> permite un ajuste r&aacute;pido, firme y sumamente c&oacute;modo, ideal para quienes valoran la practicidad sin perder el estilo.</p>
<p data-path-to-node=""6"">Lo que realmente distingue a este modelo es la incorporaci&oacute;n de la <strong data-path-to-node=""6"" data-index-in-node=""67"">tecnolog&iacute;a Dual Fit</strong>, un sistema innovador que utiliza una <strong data-path-to-node=""6"" data-index-in-node=""125"">doble plantilla para un calce adaptable</strong> a diferentes tipos de pie. Sumado a esto, su <strong data-path-to-node=""6"" data-index-in-node=""210"">plantilla acolchada</strong> brinda una sensaci&oacute;n de confort absoluto durante todo el d&iacute;a, mientras que la <strong data-path-to-node=""6"" data-index-in-node=""308"">suela antideslizante</strong> de material sint&eacute;tico asegura una pisada estable y segura en cualquier superficie. Es el calzado definitivo para quienes buscan <strong data-path-to-node=""6"" data-index-in-node=""457"">elegancia, resistencia y bienestar</strong> en un solo producto.</p>";abrojo, calzado colegial, calzado escolar, cuero natural, dual fit, kickers, kool, velcro, vuelta al cole, zapato escolar marron, zapatos de colegio;Zapatos Kickers Kool Marrón | Cuero y Tecnología Dual Fit;Descubrí los Zapatos Kickers Kool en marrón. Confeccionados en cuero, cierre de velcro y tecnología Dual Fit para un calce perfecto. ¡Caminá con estilo y confort!;Kickers;SI;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;29;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491129;264515491129;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;30;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491130;264515491130;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;31;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;2;264515491131;264515491131;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;32;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491132;264515491132;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;33;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;2;264515491133;264515491133;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;34;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491134;264515491134;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;35;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491135;264515491135;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;36;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491136;264515491136;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;37;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491137;264515491137;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;39;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491139;264515491139;;;;;;;;;;;;
zapatos-kickers-kool-marron-con-velcro;;;Talle;40;Color;marron;;;116,999.00;;0.60;10.00;15.00;25.00;1;264515491140;264515491140;;;;;;;;;;;;
guillerminas-kickers-kemos-2-marron-cuero;Zapatos Guillermina Kickers Kemos 2 MarróN;NIÑOS > CALZADO, VUELTA AL COLE! > CALZADO > Guillerminas;Talle;28;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;2;264515961128;264515961128;SI;NO;"<p data-path-to-node=""7"">Las <strong data-path-to-node=""7"" data-index-in-node=""4"">guillerminas Kickers Kemos 2 en color marr&oacute;n</strong> logran un equilibrio perfecto entre la elegancia de un dise&ntilde;o cl&aacute;sico y la innovaci&oacute;n tecnol&oacute;gica orientada al confort. Fabricadas con <strong data-path-to-node=""7"" data-index-in-node=""184"">cuero de alta calidad</strong>, este calzado ofrece una resistencia excepcional y una est&eacute;tica distinguida que se adapta tanto a uniformes escolares como a outfits casuales de vestir. Su <strong data-path-to-node=""7"" data-index-in-node=""362"">cuello acolchado</strong> envuelve el tobillo con suavidad, proporcionando un ajuste exacto y eliminando las molestias por el roce, permitiendo que se sientan c&oacute;modas desde el primer momento.</p>
<p data-path-to-node=""8"">La gran innovaci&oacute;n de este modelo reside en su tecnolog&iacute;a <strong data-path-to-node=""8"" data-index-in-node=""58"">Dual Fit</strong>, la cual integra una doble plantilla que permite personalizar el calce para lograr un espacio m&aacute;s amplio seg&uacute;n el pie lo requiera. Pensando en el desarrollo saludable, la plantilla incluye un <strong data-path-to-node=""8"" data-index-in-node=""259"">arco anat&oacute;mico</strong> que brinda el soporte necesario para el arco del pie, reduciendo la fatiga durante el d&iacute;a. Finalizadas con una <strong data-path-to-node=""8"" data-index-in-node=""385"">suela de goma antideslizante</strong> que asegura firmeza y estabilidad en cualquier superficie, las Kickers Kemos 2 marrones son la opci&oacute;n ideal para quienes exigen un calzado funcional, duradero y con un estilo premium.</p>";calzado colegial, calzado escolar, colegiales nina, cuero natural, guillermina, kemos, kickers, vuelta al cole, zapato escolar marron, zapatos de colegio;Guillerminas Kickers Kemos 2 Marrón | Cuero y Dual Fit;Guillerminas Kickers Kemos 2 en cuero marrón. Con tecnología Dual Fit de doble plantilla y soporte anatómico. Confort y elegancia para el colegio y pasear.;Kickers;SI;;;;
guillerminas-kickers-kemos-2-marron-cuero;;;Talle;29;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;1;264515961129;264515961129;;;;;;;;;;;;
guillerminas-kickers-kemos-2-marron-cuero;;;Talle;31;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;0;264515961131;264515961131;;;;;;;;;;;;
guillerminas-kickers-kemos-2-marron-cuero;;;Talle;32;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;1;264515961132;264515961132;;;;;;;;;;;;
guillerminas-kickers-kemos-2-marron-cuero;;;Talle;34;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;1;264515961134;264515961134;;;;;;;;;;;;
guillerminas-kickers-kemos-2-marron-cuero;;;Talle;35;Color;marron;;;116,999.00;;0.50;10.00;15.00;20.00;0;26451596112835;26451596112835;;;;;;;;;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;Zapatos NáUticos Cavatini Escolares Eric;VUELTA AL COLE! > CALZADO > Mocasines Náuticos;Talle;34;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;1;960003320034;960003320034;SI;NO;"<p data-path-to-node=""7"">Los <strong data-path-to-node=""7"" data-index-in-node=""4"">n&aacute;uticos escolares Eric de Cavatini</strong> son la soluci&oacute;n ideal para quienes buscan la m&aacute;xima calidad del cuero tradicional con la practicidad del calzado moderno. Este modelo, dise&ntilde;ado para chicos y chicas, est&aacute; &iacute;ntegramente confeccionado en <strong data-path-to-node=""7"" data-index-in-node=""241"">100% cuero vacuno</strong> de primera selecci&oacute;n, lo que asegura una flexibilidad y resistencia excepcionales frente a las exigencias del uso diario escolar. Su dise&ntilde;o cl&aacute;sico en color negro se integra perfectamente a cualquier uniforme, brindando una apariencia impecable y duradera durante todo el a&ntilde;o escolar.</p>
<p data-path-to-node=""8"">La caracter&iacute;stica destacada del modelo Eric es su <strong data-path-to-node=""8"" data-index-in-node=""50"">sistema de cierre con abrojo</strong>, que permite un ajuste r&aacute;pido, seguro y fomenta la autonom&iacute;a de los m&aacute;s j&oacute;venes al calzarse. Esta funcionalidad, sumada a su estructura de n&aacute;utico tradicional, ofrece un soporte firme y c&oacute;modo para el pie en todo momento. Gracias a la nobleza de sus materiales naturales, este calzado permite una correcta transpiraci&oacute;n y se adapta al movimiento constante, convirti&eacute;ndose en un aliado fundamental para el colegio y las actividades diarias que requieren un <strong data-path-to-node=""8"" data-index-in-node=""535"">zapato robusto y f&aacute;cil de usar</strong>.</p>";abrojo, calzado colegial, calzado escolar, cavatini, cavatini eric, cuero natural, nauticos, velcro, vuelta al cole, zapato escolar negro, zapatos de colegio;Náuticos Escolares Cavatini Eric | Cuero Vacuno con Abrojo;Zapatos escolares Cavatini Eric para chicos. 100% cuero vacuno con cierre de abrojo para un ajuste fácil y seguro. ¡Durabilidad garantizada para el colegio!;Cavatini;SI;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;;;Talle;36;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;5;960003320036;960003320036;;;;;;;;;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;;;Talle;37;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003320037;960003320037;;;;;;;;;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;;;Talle;38;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;1;960003320038;960003320038;;;;;;;;;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;;;Talle;39;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;5;960003320039;960003320039;;;;;;;;;;;;
nauticos-escolares-cavatini-eric-100-cuero-con-abrojo;;;Talle;40;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003320040;960003320040;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;Zapatos NáUticos Escolares Cavatini Eros Negro;NIÑOS > CALZADO, VUELTA AL COLE! > CALZADO > Mocasines Náuticos;Talle;27;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;4;960003310027;960003310027;SI;NO;"<p data-path-to-node=""7"">Los <strong data-path-to-node=""7"" data-index-in-node=""4"">n&aacute;uticos escolares Eros de Cavatini</strong> representan la combinaci&oacute;n perfecta entre elegancia cl&aacute;sica y la resistencia extrema que requiere el calzado infantil. Dise&ntilde;ados tanto para ni&ntilde;os como para ni&ntilde;as, estos zapatos est&aacute;n fabricados &iacute;ntegramente en <strong data-path-to-node=""7"" data-index-in-node=""250"">100% cuero vacuno</strong> de alta calidad, un material noble que asegura una larga vida &uacute;til y una gran capacidad de respuesta ante el roce diario en el colegio. Su color negro profundo y su terminaci&oacute;n cuidada permiten que se adapten sin problemas a cualquier c&oacute;digo de vestimenta escolar, brindando una imagen prolija en todo momento.</p>
<p data-path-to-node=""8"">Este modelo incorpora un sistema de <strong data-path-to-node=""8"" data-index-in-node=""36"">ajuste por cordones</strong> que garantiza un calce seguro y personalizado, permitiendo que el pie se mantenga estable durante las clases y los momentos de juego. El dise&ntilde;o n&aacute;utico no solo es un est&aacute;ndar de estilo, sino que tambi&eacute;n ofrece un soporte estructural que prioriza el bienestar del ni&ntilde;o en sus actividades cotidianas. Con los <strong data-path-to-node=""8"" data-index-in-node=""363"">n&aacute;uticos Eros</strong>, Cavatini ofrece un calzado robusto, transpirable y sumamente confortable, ideal para quienes buscan invertir en calidad y durabilidad para el ciclo lectivo.</p>";calzado colegial, calzado escolar, cavatini, cavatini eros, cuero natural, escolar con cordones, nauticos, vuelta al cole, zapato escolar negro, zapatos de colegio;Náuticos Escolares Cavatini Eros | 100% Cuero Vacuno Negro;Zapatos náuticos escolares Cavatini Eros para niños y niñas. Fabricados en 100% cuero vacuno con ajuste de cordones. Durabilidad y estilo para el colegio.;Cavatini;SI;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;28;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;1;960003310028;960003310028;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;30;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;3;960003310030;960003310030;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;31;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;6;960003310031;960003310031;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;32;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;7;960003310032;960003310032;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;33;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;4;960003310033;960003310033;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;34;Color;negro;;;144,999.00;;0.50;10.00;15.00;20.00;3;960003310034;960003310034;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;35;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003310035;960003310035;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;36;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003310036;960003310036;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;38;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003310038;960003310038;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;39;Color;negro;;;144,999.00;;0.65;10.00;15.00;25.00;0;960003310039;960003310039;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;42;Color;negro;;;144,999.00;;0.75;10.00;20.00;30.00;0;960003310042;960003310042;;;;;;;;;;;;
nauticos-escolares-cavatini-eros-100-cuero-vacuno;;;Talle;43;Color;negro;;;144,999.00;;0.75;10.00;20.00;30.00;0;960003310043;960003310043;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;Zapatos Guillerminas Escolares Cavatini Edda Negro;NIÑOS > CALZADO, VUELTA AL COLE! > CALZADO > Guillerminas;Talle;26;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;2;960003220026;960003220026;SI;NO;"<p data-path-to-node=""7""><span class=""citation-5"">Las </span><strong data-path-to-node=""7"" data-index-in-node=""4"">guillerminas Eda de Cavatini</strong><span class=""citation-5 citation-end-5""> son la elecci&oacute;n definitiva para las ni&ntilde;as que necesitan un calzado escolar resistente, c&oacute;modo y con estilo para enfrentar la rutina diaria.</span> Al estar confeccionadas &iacute;ntegramente en <strong data-path-to-node=""7"" data-index-in-node=""213"">100% cuero vacuno</strong>, estas piezas garantizan una durabilidad superior y una adaptabilidad natural a la forma del pie, algo fundamental para el uso intensivo durante todo el ciclo lectivo. <span class=""citation-4 citation-end-4"">Su dise&ntilde;o cl&aacute;sico en color negro permite una combinaci&oacute;n perfecta con cualquier uniforme, manteniendo siempre una est&eacute;tica prolija y formal.</span></p>
<div class=""source-inline-chip-container ng-star-inserted"">&nbsp;</div>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p data-path-to-node=""8"">Pensadas para facilitar la autonom&iacute;a de las m&aacute;s chicas, cuentan con un pr&aacute;ctico <strong data-path-to-node=""8"" data-index-in-node=""80"">sistema de cierre con abrojo</strong> que permite un ajuste sencillo, r&aacute;pido y firme, ideal para las actividades constantes en el colegio y el recreo. La calidad de los materiales seleccionados por Cavatini asegura que el pie respire correctamente mientras se mantiene protegido en todo momento. Con las <strong data-path-to-node=""8"" data-index-in-node=""375"">guillerminas Eda</strong>, las familias encuentran el equilibrio justo entre un zapato tradicional de alta gama y la funcionalidad necesaria para las exigencias de las actividades diarias.</p>";calzado colegial, calzado escolar, cavatini, colegiales nina, cuero natural, eda cavatini, guillermina, vuelta al cole, zapato escolar negro, zapatos de colegio;Guillerminas Escolares Cavatini Eda | 100% Cuero Vacuno;Comprá las guillerminas escolares Cavatini Eda para niñas. Confeccionadas en 100% cuero vacuno con cierre de abrojo. Calidad y durabilidad para el colegio.;Cavatini;SI;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;27;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;4;960003220027;960003220027;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;28;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;1;960003220028;960003220028;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;30;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;1;960003220030;960003220030;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;31;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;3;960003220031;960003220031;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;32;Color;negro;;;65,799.00;;0.50;10.00;15.00;20.00;4;960003220032;960003220032;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;33;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;5;960003220033;960003220033;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;34;Color;negro;;;131,999.00;;0.50;10.00;15.00;20.00;6;960003220034;960003220034;;;;;;;;;;;;
guillerminas-escolares-cavatini-eda-100-cuero-vacuno;;;Talle;35;Color;negro;;;131,999.00;;0.60;10.00;15.00;25.00;9;960003220035;960003220035;;;;;;;;;;;;
